time[s], wr_x[mm], wr_y[mm] 
0.0003,-522.7178,162.1899
0.0262,-522.7212,162.1813
0.0283,-522.7158,162.1946
0.0356,-522.6750,162.0801
0.0458,-522.5376,161.5583
0.0557,-522.4268,160.6104
0.0658,-522.2690,159.3276
0.0756,-522.1845,157.6414
0.0957,-522.1240,155.7775
0.0964,-521.9306,153.8627
0.1059,-521.7708,151.8950
0.1268,-521.6561,149.9619
0.1277,-521.7028,148.0080
0.1355,-521.6481,145.9100
0.1586,-521.5578,143.6998
0.1594,-521.5403,141.4367
0.1660,-521.4361,139.2317
0.1895,-521.2966,137.0258
0.1904,-521.1893,134.6605
0.1957,-521.0829,132.2585
0.2254,-520.7416,127.7398
0.2260,-520.7993,125.4222
0.2365,-520.7659,123.1394
0.2563,-520.6639,120.9544
0.2572,-520.7281,118.6428
0.2674,-520.6442,116.2200
0.2875,-520.4713,113.9282
0.2882,-520.4926,111.6519
0.2959,-520.4301,109.3256
0.3186,-520.1945,106.9599
0.3195,-520.0652,104.4958
0.3257,-519.8690,102.0402
0.3502,-519.4964,99.6938
0.3509,-519.3213,97.2827
0.3559,-519.1725,94.7970
0.3830,-518.8920,92.4162
0.3839,-518.7953,90.0778
0.3858,-518.6810,87.7027
0.3959,-518.3736,85.3485
0.4141,-518.1353,82.9498
0.4157,-517.9125,80.4968
0.4257,-517.6107,78.1408
0.4471,-517.3828,75.9022
0.4479,-517.2831,73.6826
0.4560,-516.9088,71.4306
0.4658,-516.4023,69.0840
0.4758,-516.1164,66.7061
0.4857,-515.8010,64.4005
0.4959,-515.4502,62.0372
0.5056,-515.1967,59.6030
0.5228,-514.8785,57.1751
0.5257,-514.5190,54.8228
0.5358,-514.2155,52.4409
0.5544,-513.8669,50.0091
0.5556,-513.4582,47.6128
0.5657,-513.0695,45.2082
0.5859,-512.6516,42.8187
0.5865,-512.1606,40.3711
0.5959,-511.7902,37.9519
0.6066,-511.4584,35.5754
0.6159,-511.0311,33.2075
0.6258,-510.5038,30.7240
0.6486,-510.1066,28.2464
0.6494,-509.7378,25.8105
0.6559,-509.1311,23.3672
0.6795,-508.6333,20.9227
0.6804,-508.2983,18.4850
0.6857,-507.6317,16.0156
0.7110,-507.2174,13.4836
0.7117,-506.6863,10.9465
0.7158,-506.1093,8.4261
0.7405,-505.6879,5.9148
0.7414,-505.2052,3.3895
0.7456,-504.5908,0.8618
0.7559,-504.0201,-1.6193
0.7724,-503.5484,-4.0946
0.7761,-502.8603,-6.5414
0.7858,-502.0992,-8.7989
0.8031,-501.8553,-11.3166
0.8056,-501.2355,-13.7051
0.8158,-499.9987,-15.9438
0.8346,-499.6999,-18.3582
0.8358,-499.5628,-20.8252
0.8457,-498.6190,-23.1001
0.8660,-497.7484,-25.3112
0.8667,-497.4593,-27.7661
0.8758,-496.6258,-30.1488
0.8977,-495.8910,-32.5105
0.8987,-495.5328,-34.9845
0.9057,-494.7681,-37.3444
0.9292,-494.1783,-39.6887
0.9299,-493.6237,-42.1785
0.9359,-492.7157,-44.5833
0.9602,-492.0507,-47.0149
0.9612,-491.5733,-49.5292
0.9657,-490.7757,-51.8764
0.9761,-490.1313,-54.1555
0.9857,-489.6763,-56.5590
0.9959,-488.8237,-58.8757
1.0057,-488.0385,-61.2160
1.0158,-487.6648,-63.7133
1.0257,-486.9192,-66.0320
1.0358,-486.0602,-68.3769
1.0456,-485.2997,-70.9099
1.0709,-484.3761,-73.3994
1.0716,-483.5426,-75.8893
1.0758,-482.7249,-78.4046
1.0857,-481.8642,-80.8011
1.1025,-481.0488,-83.2865
1.1056,-480.1331,-85.7826
1.1158,-479.1837,-88.3160
1.1337,-478.2491,-90.8551
1.1358,-477.4245,-93.3507
1.1456,-476.6583,-95.8041
1.1653,-475.9080,-98.1954
1.1659,-475.0092,-100.4116
1.1758,-474.2745,-102.6475
1.1962,-473.4136,-104.9089
1.1971,-472.4563,-107.0817
1.2057,-471.7488,-109.2995
1.2278,-471.0093,-111.5627
1.2285,-469.9333,-113.8185
1.2358,-469.1828,-116.1106
1.2580,-468.4780,-118.4920
1.2589,-467.3141,-120.8279
1.2656,-466.3349,-123.2016
1.2758,-465.6343,-125.6234
1.2856,-464.5655,-127.9122
1.3035,-463.3628,-130.1776
1.3056,-462.6026,-132.6189
1.3159,-461.6172,-135.0330
1.3334,-460.3830,-137.3834
1.3357,-459.6513,-139.7466
1.3457,-458.8786,-142.0250
1.3698,-457.6744,-144.2483
1.3705,-456.7693,-146.5583
1.3758,-455.9859,-148.8675
1.4007,-454.8540,-151.0539
1.4016,-453.8377,-153.3412
1.4055,-453.1214,-155.7633
1.4158,-452.2038,-158.1144
1.4256,-451.1989,-160.3846
1.4358,-450.4618,-162.7039
1.4539,-449.4563,-164.9852
1.4612,-448.3485,-167.1872
1.4771,-447.4067,-169.4525
1.4781,-446.3775,-171.6689
1.4856,-445.2644,-173.8294
1.5086,-444.3707,-176.1106
1.5093,-443.4045,-178.4051
1.5158,-442.2090,-180.6122
1.5400,-441.3063,-182.8669
1.5409,-440.4080,-185.0758
1.5456,-439.3245,-187.1643
1.5713,-438.4487,-189.3818
1.5721,-437.5212,-191.5987
1.5758,-436.4037,-193.6588
1.5857,-435.4094,-195.8370
1.6027,-434.2922,-198.0942
1.6058,-433.2553,-200.1534
1.6158,-432.2741,-202.2364
1.6339,-431.3441,-204.3635
1.6357,-430.2205,-206.4591
1.6457,-429.1266,-208.6810
1.6652,-428.0733,-210.8923
1.6659,-426.9345,-213.0542
1.6758,-425.8005,-215.3064
1.6963,-424.6990,-217.5436
1.6973,-423.5356,-219.6112
1.7056,-422.5258,-221.7722
1.7279,-421.4348,-224.0643
1.7285,-420.2849,-226.2210
1.7358,-419.1628,-228.3995
1.7589,-417.9725,-230.6320
1.7599,-416.8520,-232.9116
1.7656,-415.6744,-235.2184
1.7895,-414.4880,-237.4760
1.7902,-413.3902,-239.6564
1.7958,-412.2362,-241.9024
1.8058,-410.9584,-244.1652
1.8158,-409.6492,-246.3330
1.8348,-408.4004,-248.6335
1.8357,-407.0994,-251.0392
1.8456,-405.7234,-253.2222
1.8658,-404.4877,-255.4547
1.8668,-403.2082,-257.7001
1.8759,-401.9972,-259.8092
1.8856,-400.7404,-261.9208
1.8960,-399.4829,-264.1368
1.9057,-398.0790,-266.2577
1.9158,-396.7199,-268.4061
1.9325,-395.4429,-270.6866
1.9358,-394.0778,-272.8463
1.9455,-392.7216,-275.0021
1.9641,-391.3386,-277.2351
1.9655,-390.0193,-279.4269
1.9758,-388.7585,-281.5645
1.9954,-387.3618,-283.7234
1.9963,-385.9649,-285.7654
2.0058,-384.6643,-287.8422
2.0265,-383.2456,-289.9312
2.0271,-381.7076,-292.0102
2.0357,-380.2603,-294.1172
2.0456,-378.8968,-296.2167
2.0679,-377.5336,-298.3057
2.0686,-376.1305,-300.4342
2.0760,-374.7814,-302.5875
2.0991,-373.4200,-304.6180
2.0999,-372.0160,-306.6981
2.1056,-370.6552,-308.8140
2.1304,-369.4163,-310.7944
2.1312,-368.0389,-312.6451
2.1358,-366.6828,-314.6453
2.1457,-365.2104,-316.6236
2.1617,-363.6276,-318.5826
2.1660,-362.1580,-320.6717
2.1759,-360.6655,-322.6323
2.1936,-359.0474,-324.6039
2.1959,-357.5760,-326.6663
2.2057,-356.0008,-328.5512
2.2252,-354.2081,-330.3266
2.2259,-352.6665,-332.3879
2.2358,-351.0477,-334.3882
2.2564,-349.3577,-336.2301
2.2574,-347.8612,-338.2716
2.2676,-346.3179,-340.2956
2.2876,-344.6421,-342.0547
2.2883,-343.0422,-343.9725
2.2958,-341.4301,-345.9159
2.3193,-339.7625,-347.6753
2.3202,-338.2242,-349.5767
2.3256,-336.5888,-351.5501
2.3358,-334.8111,-353.3022
2.3456,-333.1573,-355.1824
2.3651,-331.6183,-357.1548
2.3659,-329.9174,-358.9080
2.3759,-328.2740,-360.7844
2.4022,-326.6643,-362.7796
2.4032,-324.7980,-364.5186
2.4056,-323.0910,-366.3851
2.4159,-321.5170,-368.5242
2.4335,-319.7753,-370.2854
2.4358,-317.9807,-372.0197
2.4457,-316.2879,-374.0754
2.4651,-314.4664,-376.0293
2.4658,-312.6799,-377.8409
2.4758,-310.9221,-379.7670
2.4961,-309.2259,-381.6691
2.4970,-307.4807,-383.5901
2.5056,-305.7187,-385.4711
2.5279,-304.0042,-387.3515
2.5286,-302.2034,-389.2125
2.5358,-300.4259,-391.0891
2.5591,-298.6111,-392.9281
2.5653,-296.6837,-394.7561
2.5660,-294.7832,-396.5582
2.5905,-292.9572,-398.3622
2.5912,-291.1175,-400.1217
2.5958,-289.2654,-401.7994
2.6059,-287.5994,-403.5517
2.6158,-285.8848,-405.2396
2.6256,-284.0077,-406.8792
2.6358,-282.2389,-408.6736
2.6619,-280.3987,-410.4529
2.6628,-278.4751,-412.0419
2.6656,-276.7605,-413.8655
2.6769,-274.9322,-415.6991
2.6931,-273.0141,-417.3355
2.6958,-271.2045,-419.0644
2.7057,-269.2764,-420.7811
2.7247,-267.2849,-422.3773
2.7256,-265.5106,-424.1122
2.7360,-263.6594,-425.7612
2.7559,-261.7623,-427.2665
2.7568,-259.9633,-429.0061
2.7657,-257.9053,-430.6144
2.7872,-255.9536,-432.2469
2.7879,-254.0998,-434.0410
2.7959,-251.9688,-435.6920
2.8057,-249.9060,-437.2989
2.8159,-248.1291,-438.9777
2.8341,-246.0972,-440.5047
2.8357,-244.1593,-442.0779
2.8455,-242.3568,-443.5847
2.8807,-238.3242,-446.5705
2.8814,-236.3199,-448.0982
2.8859,-234.3461,-449.6799
2.8956,-232.4236,-451.2068
2.9127,-230.5387,-452.6281
2.9156,-228.5817,-454.0784
2.9259,-226.5098,-455.4452
2.9357,-224.3932,-456.7681
2.9527,-222.3127,-458.2351
2.9557,-220.2925,-459.7324
2.9658,-218.2420,-461.0115
2.9839,-216.2783,-462.3749
2.9856,-214.3144,-463.8949
2.9957,-212.4282,-465.2849
3.0060,-210.6721,-466.5461
3.0157,-208.8421,-467.9040
3.0259,-206.9211,-469.2516
3.0470,-205.2063,-470.4811
3.0480,-203.4433,-471.7766
3.0558,-201.5044,-473.0462
3.0790,-199.4254,-474.2278
3.0797,-197.3290,-475.5469
3.0858,-195.2797,-477.0535
3.1102,-193.1637,-478.3695
3.1112,-190.9702,-479.5219
3.1157,-188.7834,-480.9539
3.1415,-186.6516,-482.4138
3.1423,-184.5611,-483.6361
3.1458,-182.4964,-485.0249
3.1556,-180.5213,-486.5350
3.1737,-178.4483,-487.7257
3.1757,-176.4024,-488.9662
3.1862,-174.4294,-490.4774
3.2044,-172.4129,-491.6690
3.2057,-170.4739,-492.9088
3.2159,-168.4422,-494.3471
3.2358,-166.2847,-495.5503
3.2366,-164.3344,-496.7366
3.2460,-162.2611,-498.0459
3.2713,-159.9431,-499.2461
3.2723,-157.6893,-500.4938
3.2757,-155.5164,-501.7654
3.2859,-153.3841,-503.0638
3.3026,-151.2112,-504.2789
3.3058,-149.1158,-505.5781
3.3157,-146.9003,-506.8401
3.3340,-144.7135,-508.0347
3.3355,-142.5356,-509.2929
3.3459,-140.3305,-510.5455
3.3650,-138.1310,-511.6879
3.3659,-135.9626,-512.8794
3.3757,-133.6683,-514.1308
3.3947,-131.4037,-515.3329
3.3954,-129.2919,-516.5947
3.4059,-127.0071,-517.6992
3.4299,-124.6416,-518.8406
3.4308,-122.3715,-520.0850
3.4356,-120.0149,-521.1717
3.4459,-117.5348,-522.2260
3.4687,-115.2975,-523.4947
3.4697,-113.0215,-524.7205
3.4758,-110.6386,-525.8179
3.5001,-108.3971,-527.0278
3.5009,-106.0858,-528.2943
3.5058,-103.7448,-529.4369
3.5312,-101.6075,-530.6995
3.5321,-99.4210,-531.9063
3.5363,-96.9883,-532.8795
3.5458,-94.7133,-534.0601
3.5631,-92.3760,-535.3438
3.5658,-89.9365,-536.3726
3.5756,-87.7667,-537.5092
3.5945,-85.6390,-538.7025
3.5955,-83.3021,-539.7568
3.6060,-80.9704,-540.8155
3.6256,-78.7331,-541.8225
3.6266,-76.3449,-542.7660
3.6356,-73.9900,-543.9021
3.6574,-71.7452,-544.9488
3.6581,-69.2839,-545.7765
3.6659,-66.9114,-546.8487
3.6882,-64.7070,-547.9587
3.6892,-62.3516,-548.8195
3.6957,-59.9437,-549.7233
3.7058,-57.6811,-550.7590
3.7156,-55.3235,-551.6910
3.7260,-52.8922,-552.5844
3.7511,-50.6379,-553.6846
3.7521,-48.4186,-554.6818
3.7555,-46.1806,-555.4824
3.7657,-43.9611,-556.5337
3.7821,-41.6284,-557.4506
3.7859,-39.2761,-558.2781
3.7957,-37.0804,-559.3008
3.8136,-34.7480,-560.2621
3.8162,-32.3462,-561.0778
3.8259,-30.0765,-562.0267
3.8450,-27.7503,-562.9183
3.8459,-25.1982,-563.6663
3.8557,-22.8008,-564.5765
3.8821,-20.5143,-565.5457
3.8829,-18.1767,-566.3309
3.8860,-16.0005,-567.2711
3.8968,-13.9241,-568.3119
3.9133,-11.6428,-569.1947
3.9156,-9.2817,-570.1308
3.9258,-7.0342,-571.1688
3.9358,-4.7762,-571.9966
3.9586,-2.6475,-572.7183
3.9593,-0.5365,-573.5423
3.9657,1.7229,-574.3564
3.9757,4.0180,-575.0838
3.9859,6.4310,-575.7603
4.0019,8.9357,-576.4134
4.0058,11.3888,-577.2531
4.0157,13.8505,-578.0514
4.0258,16.4322,-578.7233
4.0356,19.0292,-579.4333
4.0458,21.4415,-580.4131
4.0556,23.8905,-581.1994
4.0656,26.3537,-581.8484
4.0757,28.6639,-582.8120
4.0959,30.9419,-583.5711
4.0966,33.3356,-584.1160
4.1061,35.6994,-584.9405
4.1271,38.0876,-585.6706
4.1280,40.4374,-586.3014
4.1357,42.7971,-587.2149
4.1586,45.2971,-587.9754
4.1593,47.6760,-588.6263
4.1658,49.9242,-589.4473
4.1896,52.3313,-590.1720
4.1908,54.8342,-590.7439
4.1958,57.2091,-591.4535
4.2212,59.6375,-592.1990
4.2219,62.1078,-592.7334
4.2259,64.4202,-593.5018
4.2356,66.7630,-594.2722
4.2523,69.1495,-594.7544
4.2556,71.5179,-595.4725
4.2658,73.9869,-596.1557
4.2847,76.5669,-596.5768
4.2856,78.9591,-597.2816
4.2958,81.4774,-597.9204
4.3163,84.0468,-598.4515
4.3171,86.4292,-599.1483
4.3259,88.8364,-599.7994
4.3473,91.4112,-600.2041
4.3482,93.8246,-600.9140
4.3556,96.1852,-601.6147
4.3789,98.7165,-601.9898
4.3796,101.2670,-602.5018
4.3859,103.7021,-603.1114
4.4109,106.2913,-603.4745
4.4118,108.8028,-603.9454
4.4157,111.2139,-604.6139
4.4259,113.6608,-604.9562
4.4356,116.1321,-605.3333
4.4458,118.6220,-605.9409
4.4556,121.1062,-606.2344
4.4659,123.4775,-606.7051
4.4902,125.8667,-607.4378
4.4911,128.4222,-607.7758
4.4956,130.8757,-608.1229
4.5058,133.2330,-608.7798
4.5162,135.7736,-609.2862
4.5355,138.2704,-609.6053
4.5362,140.5977,-610.1913
4.5459,143.0033,-610.6186
4.5670,145.3773,-610.9160
4.5680,147.7303,-611.3661
4.5756,150.1905,-611.6123
4.5985,152.5898,-611.8073
4.5992,154.8688,-612.3655
4.6058,157.3387,-612.7993
4.6300,159.8488,-613.0283
4.6309,162.1805,-613.5634
4.6356,164.6320,-613.9258
4.6612,167.1057,-614.0735
4.6619,169.3949,-614.5251
4.6658,171.6985,-614.8633
4.6757,174.2099,-614.9499
4.6924,176.6833,-615.2582
4.6957,179.1240,-615.5877
4.7058,181.4853,-615.7161
4.7240,183.8849,-615.9495
4.7257,186.3451,-616.0981
4.7356,188.9039,-616.1146
4.7561,191.4609,-616.2107
4.7568,194.1027,-616.3734
4.7658,196.7313,-616.5284
4.7876,199.1662,-616.7862
4.7885,201.6358,-617.0156
4.7956,204.1564,-617.1452
4.8191,206.6400,-617.3030
4.8199,209.0747,-617.5097
4.8258,211.5446,-617.5172
4.8503,213.8448,-617.5826
4.8512,216.0819,-617.9207
4.8557,218.5173,-617.9498
4.8661,220.9782,-617.9296
4.8756,223.4163,-618.2318
4.8859,225.8676,-618.3054
4.8956,228.3648,-618.2597
4.9134,230.8722,-618.5044
4.9156,233.4823,-618.7339
4.9259,236.0625,-618.7035
4.9356,238.6186,-618.8352
4.9458,241.2597,-618.9485
4.9557,243.7373,-618.8096
4.9658,246.1014,-619.0711
4.9755,248.5947,-619.2882
4.9858,251.0455,-619.1559
4.9956,253.4025,-619.2821
5.0057,255.8161,-619.4478
5.0156,258.3827,-619.3613
5.0373,260.7727,-619.5581
5.0379,263.1791,-619.7135
5.0459,265.6370,-619.5901
5.0688,268.0365,-619.6492
5.0696,270.4072,-619.7721
5.0757,272.8192,-619.6974
5.1001,275.2313,-619.6491
5.1009,277.7110,-619.7088
5.1059,280.2761,-619.6193
5.1156,282.7593,-619.5920
5.1258,285.2101,-619.5036
5.1356,287.7065,-619.4536
5.1458,290.1828,-619.4265
5.1626,292.6422,-619.3400
5.1659,295.2257,-619.1313
5.1756,297.7205,-618.9104
5.1939,300.1592,-618.8190
5.1955,302.5833,-618.6324
5.2058,305.0443,-618.3857
5.2250,307.4364,-618.3523
5.2259,309.9248,-618.2757
5.2357,312.4909,-617.9782
5.2457,315.0279,-617.7706
5.2557,317.5537,-617.7668
5.2727,320.1077,-617.5651
5.2757,322.5668,-617.2774
5.2858,325.0591,-617.2148
5.3037,327.5469,-617.0220
5.3057,329.9265,-616.8734
5.3156,332.4257,-616.6888
5.3354,334.9548,-616.4101
5.3362,337.3564,-616.1657
5.3459,339.8090,-615.9600
5.3663,342.3577,-615.6512
5.3673,344.8762,-615.3577
5.3757,347.2973,-615.2104
5.3858,349.8041,-614.8716
5.3955,352.3389,-614.5631
5.4059,354.7636,-614.5155
5.4289,357.2418,-614.2355
5.4298,359.7506,-613.7852
5.4357,362.2301,-613.6389
5.4603,364.7572,-613.3435
5.4610,367.2688,-612.8804
5.4659,369.7626,-612.5720
5.4758,372.3536,-612.2778
5.4859,374.9399,-611.9047
5.4956,377.4503,-611.5586
5.5057,380.0199,-611.1615
5.5377,385.1432,-610.4978
5.5386,387.6667,-610.0890
5.5457,390.1491,-609.6055
5.5681,392.6501,-609.4339
5.5688,395.1124,-609.1257
5.5759,397.5057,-608.4716
5.5857,399.9803,-608.0877
5.5959,402.4606,-607.8130
5.6067,404.7853,-607.2892
5.6159,407.1523,-607.0913
5.6328,409.6131,-606.8138
5.6359,411.9351,-606.1075
5.6456,414.3765,-605.7183
5.6641,416.9929,-605.3224
5.6655,419.5874,-604.5400
5.6759,422.1072,-604.1082
5.6940,424.6238,-603.7973
5.6957,427.0439,-603.2166
5.7057,429.4121,-602.8433
5.7262,431.7514,-602.5111
5.7268,434.0298,-601.8719
5.7359,436.3990,-601.4567
5.7573,438.7688,-601.0806
5.7582,441.0614,-600.5337
5.7657,443.5049,-600.0812
5.7887,446.0709,-599.6012
5.7894,448.4987,-598.8885
5.7959,450.9532,-598.3478
5.8198,453.4785,-597.9163
5.8207,455.9491,-597.2223
5.8257,458.3949,-596.6324
5.8512,460.8146,-596.2227
5.8519,463.2457,-595.4762
5.8559,465.6971,-594.8030
5.8657,468.1913,-594.3510
5.8827,470.6733,-593.5568
5.8858,473.1179,-592.8820
5.8959,475.6054,-592.4313
5.9136,477.9636,-591.6018
5.9157,480.3287,-590.9228
5.9256,482.7667,-590.4041
5.9455,485.0838,-589.6656
5.9463,487.3473,-589.0043
5.9559,489.7563,-588.4804
5.9778,492.1280,-587.8073
5.9788,494.3509,-587.0481
5.9857,496.6517,-586.6376
5.9957,499.0384,-585.9963
6.0056,501.3012,-585.0290
6.0157,503.5679,-584.4068
6.0531,508.1942,-582.9684
6.0541,510.4619,-582.2458
6.0555,512.7814,-581.5276
6.0659,515.0241,-580.6152
6.0842,517.3035,-579.9825
6.0863,519.6912,-579.1999
6.0954,522.0418,-578.3207
6.1192,524.3670,-577.6646
6.1199,526.7552,-576.9526
6.1258,529.2162,-575.9504
6.1507,531.5650,-575.1630
6.1517,533.8995,-574.4330
6.1558,536.2919,-573.5602
6.1660,538.5938,-572.7201
6.1821,540.8636,-571.8925
6.1858,543.1496,-570.9304
6.1956,545.5045,-569.9472
6.2135,547.9383,-568.9467
6.2156,550.2859,-567.9627
6.2259,552.6003,-567.0138
6.2445,554.9968,-566.0999
6.2457,557.3781,-565.1609
6.2558,559.7023,-564.1000
6.2760,562.0205,-563.0704
6.2768,564.3812,-562.1607
6.2859,566.7153,-561.3165
6.3185,571.2230,-559.2543
6.3195,573.4860,-558.2582
6.3256,575.7457,-557.3495
6.3501,577.9471,-556.1942
6.3508,580.2122,-555.1929
6.3558,582.5606,-554.3488
6.3812,584.8334,-553.2313
6.3821,587.0720,-552.1708
6.3857,589.4453,-551.2694
6.3958,591.7028,-550.1103
6.4124,593.8886,-549.0231
6.4158,596.1912,-548.1729
6.4256,598.4229,-547.0152
6.4439,600.6032,-545.8996
6.4455,602.8689,-544.9682
6.4558,605.0545,-543.8391
6.4750,607.2723,-542.6658
6.4759,609.4970,-541.7922
6.4858,611.7076,-540.6364
6.5065,613.9680,-539.4871
6.5072,616.3771,-538.4128
6.5158,618.7351,-537.1806
6.5374,621.0227,-536.0458
6.5383,623.2979,-535.1542
6.5455,625.5328,-534.0399
6.5681,627.6646,-532.8317
6.5688,629.8655,-531.7673
6.5759,632.1165,-530.4546
6.5997,634.4039,-529.1605
6.6007,636.6315,-527.9986
6.6056,638.7932,-526.7565
6.6365,643.0051,-524.5319
6.6372,645.1006,-523.1835
6.6458,647.2311,-521.9297
